d3mIndex,video_file,activity_label
238,catch/How_to_Play_Wide_Receiver_in_Football_-_How_to_Catch_a_High_Ball_in_Football_catch_f_nm_np1_ri_med_1.avi.mp4,catch
239,catch/Phillies_dad_catches_foul_ball_before_daughter_tosses_it_away_catch_f_cm_np1_ba_bad_0.avi.mp4,catch
240,catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_ba_bad_7.avi.mp4,catch
241,catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_ba_bad_8.avi.mp4,catch
242,catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_3.avi.mp4,catch
243,catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_5.avi.mp4,catch
244,catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_6.avi.mp4,catch
245,catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_le_bad_2.avi.mp4,catch
246,catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_le_bad_4.avi.mp4,catch
247,catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_le_med_1.avi.mp4,catch
248,catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_u_cm_np1_fr_bad_0.avi.mp4,catch
249,catch/Torwartraining_TuS_Koblenz_11_08_09_catch_f_cm_np1_le_bad_1.avi.mp4,catch
250,catch/Torwartraining_TuS_Koblenz_11_08_09_catch_f_cm_np1_le_bad_2.avi.mp4,catch
251,catch/Torwartraining_TuS_Koblenz_11_08_09_catch_f_cm_np1_ri_bad_0.avi.mp4,catch
252,catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_0.avi.mp4,catch
253,catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_1.avi.mp4,catch
254,catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_2.avi.mp4,catch
255,catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_0.avi.mp4,catch
256,catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_1.avi.mp4,catch
257,catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_2.avi.mp4,catch
258,catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_3.avi.mp4,catch
259,catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_4.avi.mp4,catch
260,catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_5.avi.mp4,catch
261,catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_3.avi.mp4,catch
262,catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_4.avi.mp4,catch
263,catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_5.avi.mp4,catch
264,catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_le_med_0.avi.mp4,catch
265,catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_le_med_1.avi.mp4,catch
266,catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_le_med_2.avi.mp4,catch
267,catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ba_med_0.avi.mp4,catch
268,catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ba_med_1.avi.mp4,catch
269,catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ba_med_2.avi.mp4,catch
270,catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_le_med_3.avi.mp4,catch
271,catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_le_med_6.avi.mp4,catch
272,catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_le_med_8.avi.mp4,catch
273,catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_4.avi.mp4,catch
274,catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_5.avi.mp4,catch
275,catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_7.avi.mp4,catch
276,catch/Torwarttraining_catch_f_cm_np1_ba_bad_10.avi.mp4,catch
277,catch/Torwarttraining_catch_f_cm_np1_ba_bad_8.avi.mp4,catch
278,catch/Torwarttraining_catch_f_cm_np1_ba_bad_9.avi.mp4,catch
279,catch/Torwarttraining_catch_f_cm_np1_le_bad_11.avi.mp4,catch
280,catch/Torwarttraining_catch_f_cm_np1_le_bad_3.avi.mp4,catch
281,catch/Torwarttraining_catch_f_cm_np1_le_bad_5.avi.mp4,catch
282,catch/Torwarttraining_catch_u_cm_np1_fr_bad_4.avi.mp4,catch
283,catch/Torwarttraining_catch_u_cm_np1_le_bad_6.avi.mp4,catch
284,catch/Torwarttraining_catch_u_cm_np1_le_bad_7.avi.mp4,catch
285,catch/Torwarttraining_catch_u_cm_np1_ri_med_0.avi.mp4,catch
286,catch/Torwarttraining_catch_u_cm_np1_ri_med_1.avi.mp4,catch
287,catch/Torwarttraining_catch_u_cm_np1_ri_med_2.avi.mp4,catch
288,catch/torwart_de-Camp_2009-_Training_hoher_B_lle_mit_Airbodies_catch_f_cm_np1_ba_bad_1.avi.mp4,catch
289,catch/torwart_de-Camp_2009-_Training_hoher_B_lle_mit_Airbodies_catch_f_cm_np1_ba_bad_4.avi.mp4,catch
290,catch/torwart_de-Camp_2009-_Training_hoher_B_lle_mit_Airbodies_catch_f_cm_np1_fr_bad_0.avi.mp4,catch
291,catch/torwart_de-Camp_2009-_Training_hoher_B_lle_mit_Airbodies_catch_f_cm_np1_fr_bad_2.avi.mp4,catch
292,catch/torwart_de-Camp_2009-_Training_hoher_B_lle_mit_Airbodies_catch_f_cm_np1_fr_bad_3.avi.mp4,catch
293,catch/torwart_de-Camp_2009_-_Hohe_B_lle_catch_f_cm_np1_ba_med_0.avi.mp4,catch
294,catch/torwart_de-Camp_2009_-_Hohe_B_lle_catch_f_cm_np1_ba_med_1.avi.mp4,catch
295,catch/torwart_de-Camp_2009_-_Hohe_B_lle_catch_f_cm_np1_ba_med_2.avi.mp4,catch
296,catch/torwart_de_-_Torwarttraining_Werder_Bremen_catch_f_cm_np1_ba_bad_0.avi.mp4,catch
297,catch/torwart_de_-_Torwarttraining_Werder_Bremen_catch_f_cm_np1_ba_bad_1.avi.mp4,catch
298,catch/torwart_de_-_Torwarttraining_Werder_Bremen_catch_f_cm_np1_fr_bad_2.avi.mp4,catch
299,catch/torwart_de_-_Torwarttraining_Werder_Bremen_catch_f_cm_np1_fr_bad_3.avi.mp4,catch
300,chew/#2_Gum_chew_h_nm_np1_fr_med_0.avi.mp4,chew
301,chew/#2_Gum_chew_h_nm_np1_fr_med_2.avi.mp4,chew
302,chew/AMADEUS_chew_h_nm_np1_fr_goo_7.avi.mp4,chew
303,chew/Big_League_Chew_chew_h_nm_np1_fr_goo_0.avi.mp4,chew
304,chew/Big_League_Chew_chew_h_nm_np1_fr_goo_1.avi.mp4,chew
305,chew/Big_League_Chew_chew_h_nm_np1_fr_goo_2.avi.mp4,chew
306,chew/blondeandbubbles_chew_h_nm_np1_fr_goo_0.avi.mp4,chew
307,chew/blondeandbubbles_chew_h_nm_np1_fr_goo_1.avi.mp4,chew
308,chew/Blowing_Bubbles!_chew_h_nm_np1_fr_goo_2.avi.mp4,chew
309,chew/Blowing_Bubbles!_chew_h_nm_np1_fr_med_1.avi.mp4,chew
310,chew/Bubblegum_Bubbles_chew_h_cm_np1_fr_bad_0.avi.mp4,chew
311,chew/Bubblegum_Bubbles_chew_h_cm_np1_fr_bad_1.avi.mp4,chew
312,chew/Bubblegum_Bubbles_chew_h_cm_np1_fr_bad_2.avi.mp4,chew
313,chew/Bubblegum_Wigger_chew_h_nm_np1_fr_goo_0.avi.mp4,chew
314,chew/Bubblegum_Wigger_chew_h_nm_np1_fr_goo_1.avi.mp4,chew
315,chew/Bubblegum_Wigger_chew_h_nm_np1_fr_med_2.avi.mp4,chew
316,chew/Bubble_blowing_3!_chew_h_nm_np1_le_bad_0.avi.mp4,chew
317,chew/Bubble_blowing_3!_chew_h_nm_np1_le_bad_1.avi.mp4,chew
318,chew/Bubble_blowing_3!_chew_h_nm_np1_le_bad_2.avi.mp4,chew
319,chew/Bubble_Blowing_Bubble_Gum_chew_h_nm_np1_fr_bad_0.avi.mp4,chew
320,chew/Bubble_Blowing_Bubble_Gum_chew_h_nm_np1_fr_bad_1.avi.mp4,chew
321,chew/Bubble_Blowing_Bubble_Gum_chew_h_nm_np1_fr_bad_2.avi.mp4,chew
322,chew/Bubble_gum!_XD_chew_h_cm_np1_fr_bad_2.avi.mp4,chew
323,chew/Bubble_gum!_XD_chew_h_cm_np1_fr_med_0.avi.mp4,chew
324,chew/Bubble_gum!_XD_chew_h_cm_np1_fr_med_1.avi.mp4,chew
325,chew/Bubble_Gum_Club_2_chew_h_nm_np2_fr_med_1.avi.mp4,chew
326,chew/chewing_bubble_gum_chew_h_cm_np1_ri_bad_2.avi.mp4,chew
327,chew/chewing_bubble_gum_chew_h_cm_np1_ri_med_0.avi.mp4,chew
328,chew/chewing_gum_1_chew_h_nm_np1_fr_goo_0.avi.mp4,chew
329,chew/chewing_gum_1_chew_h_nm_np1_fr_goo_1.avi.mp4,chew
330,chew/chewing_gum_1_chew_h_nm_np1_fr_goo_2.avi.mp4,chew
331,chew/chewing_gum_2_chew_h_cm_np1_fr_med_0.avi.mp4,chew
332,chew/chewing_gum_2_chew_h_cm_np1_fr_med_1.avi.mp4,chew
333,chew/Chewing_Gum_chew_h_nm_np1_fr_med_0.avi.mp4,chew
334,chew/Chewing_Gum_chew_h_nm_np1_fr_med_1.avi.mp4,chew
335,chew/cotton_candy_bubble_gum_chew_h_nm_np1_fr_med_0.avi.mp4,chew
336,chew/cotton_candy_bubble_gum_chew_h_nm_np1_fr_med_1.avi.mp4,chew
337,chew/cotton_candy_bubble_gum_chew_h_nm_np1_fr_med_2.avi.mp4,chew
338,chew/Double_bubble_in_one_big_bubble_-D_chew_h_cm_np1_fr_goo_0.avi.mp4,chew
339,chew/Double_bubble_in_one_big_bubble_-D_chew_h_nm_np1_fr_goo_1.avi.mp4,chew
340,chew/Double_bubble_in_one_big_bubble_-D_chew_h_nm_np1_fr_goo_2.avi.mp4,chew
341,chew/Dubble_bubble_compilation_-_all_on_8_pieces_chew_h_nm_np1_fr_med_0.avi.mp4,chew
342,chew/Dubble_bubble_compilation_-_all_on_8_pieces_chew_h_nm_np1_fr_med_1.avi.mp4,chew
343,chew/Dubble_bubble_compilation_-_all_on_8_pieces_chew_h_nm_np1_fr_med_2.avi.mp4,chew
344,chew/Duble_Bubble_Gum_chew_h_cm_np1_fr_bad_0.avi.mp4,chew
345,chew/Duble_Bubble_Gum_chew_h_cm_np1_fr_bad_1.avi.mp4,chew
346,chew/Duble_Bubble_Gum_chew_h_cm_np1_fr_bad_2.avi.mp4,chew
347,chew/Fun_Chewing_Gum!_chew_h_nm_np1_fr_med_0.avi.mp4,chew
348,chew/Fun_Chewing_Gum!_chew_h_nm_np1_fr_med_1.avi.mp4,chew
349,chew/Fun_Chewing_Gum!_chew_h_nm_np1_fr_med_2.avi.mp4,chew
350,chew/Fun_Chewing_Gum!_chew_h_nm_np2_fr_med_4.avi.mp4,chew
351,chew/Gum_Chewing_Girl_chew_h_nm_np1_fr_med_0.avi.mp4,chew
352,chew/Gum_Chewing_Girl_chew_h_nm_np1_fr_med_1.avi.mp4,chew
353,chew/Gum_Chewing_Girl_chew_h_nm_np1_fr_med_2.avi.mp4,chew
354,chew/How_to_Do_Basic_Mime_Skills_-_How_to_Mime_Chewing_Gum_chew_h_cm_np1_fr_med_0.avi.mp4,chew
355,chew/How_to_Do_Basic_Mime_Skills_-_How_to_Mime_Chewing_Gum_chew_h_cm_np1_fr_med_1.avi.mp4,chew
356,chew/How_to_Do_Basic_Mime_Skills_-_How_to_Mime_Chewing_Gum_chew_h_cm_np1_fr_med_2.avi.mp4,chew
357,chew/Kaugummiblase_1_chew_h_cm_np1_le_med_0.avi.mp4,chew
358,chew/Kaugummiblase_1_chew_h_cm_np1_le_med_1.avi.mp4,chew
359,chew/Kaugummiblase_1_chew_h_cm_np1_le_med_2.avi.mp4,chew
360,chew/LittleChildren_chew_h_nm_np1_fr_goo_7.avi.mp4,chew
361,chew/lol_im_so_weird___BLOWIN_BUBBLE_GUM__oops_i_burped_at_the_end_my_bad_lol_chew_h_cm_np1_fr_med_0.avi.mp4,chew
362,chew/lol_im_so_weird___BLOWIN_BUBBLE_GUM__oops_i_burped_at_the_end_my_bad_lol_chew_h_cm_np1_le_med_1.avi.mp4,chew
363,chew/lol_im_so_weird___BLOWIN_BUBBLE_GUM__oops_i_burped_at_the_end_my_bad_lol_chew_h_nm_np1_fr_med_2.avi.mp4,chew
364,chew/Loud_Chewing_chew_u_cm_np1_fr_med_0.avi.mp4,chew
365,chew/Loud_Chewing_chew_u_cm_np1_fr_med_1.avi.mp4,chew
366,chew/Massive_Bubble_Gum_Bubble_chew_h_nm_np1_le_goo_0.avi.mp4,chew
367,chew/Massive_Bubble_Gum_Bubble_chew_h_nm_np1_le_goo_1.avi.mp4,chew
368,chew/Massive_Bubble_Gum_Bubble_chew_h_nm_np1_le_goo_2.avi.mp4,chew
369,chew/Me_chewing_hubba_bubba_bubble_gum_chew_h_nm_np1_fr_bad_1.avi.mp4,chew
370,chew/Me_chewing_hubba_bubba_bubble_gum_chew_h_nm_np1_fr_bad_2.avi.mp4,chew
371,chew/Mr__Bubblegum_chew_h_nm_np1_fr_med_0.avi.mp4,chew
372,chew/Mr__Bubblegum_chew_h_nm_np1_fr_med_1.avi.mp4,chew
373,chew/Mr__Bubblegum_chew_h_nm_np1_fr_med_2.avi.mp4,chew
374,chew/prideandprejudice1_chew_u_nm_np1_fr_goo_6.avi.mp4,chew
375,chew/random_gum_chewing_chew_h_cm_np1_fr_med_0.avi.mp4,chew
376,chew/random_gum_chewing_chew_h_nm_np1_fr_med_1.avi.mp4,chew
377,chew/random_gum_chewing_chew_h_nm_np1_fr_med_2.avi.mp4,chew
378,chew/Scott_Can_t_Make_His_Bubblegum_Pop_chew_h_nm_np1_fr_med_0.avi.mp4,chew
379,chew/Scott_Can_t_Make_His_Bubblegum_Pop_chew_h_nm_np1_fr_med_1.avi.mp4,chew
380,chew/Scott_Can_t_Make_His_Bubblegum_Pop_chew_h_nm_np1_fr_med_2.avi.mp4,chew
381,chew/Sexy_girl_on_the_bed_teasing_chew_u_nm_np1_fr_med_0.avi.mp4,chew
382,chew/Sexy_girl_on_the_bed_teasing_chew_u_nm_np1_fr_med_1.avi.mp4,chew
383,chew/Sexy_girl_on_the_bed_teasing_chew_u_nm_np1_fr_med_2.avi.mp4,chew
384,chew/Sweet_Candy_Bubbles_chew_h_cm_np1_fr_med_0.avi.mp4,chew
385,chew/Sweet_Candy_Bubbles_chew_h_cm_np1_fr_med_1.avi.mp4,chew
386,chew/Sweet_Candy_Bubbles_chew_h_cm_np1_fr_med_2.avi.mp4,chew
387,chew/Tara_Bush_blowing_bubbles_5_chew_h_nm_np1_fr_goo_0.avi.mp4,chew
388,chew/Tara_Bush_blowing_bubbles_5_chew_h_nm_np1_fr_goo_2.avi.mp4,chew
389,chew/Tara_Bush_blowing_bubbles_5_chew_h_nm_np1_fr_goo_3.avi.mp4,chew
390,chew/TheBoondockSaints_chew_h_nm_np1_fr_goo_48.avi.mp4,chew
391,chew/TheBoondockSaints_chew_u_cm_np1_le_med_35.avi.mp4,chew
392,chew/TheBoondockSaints_chew_u_nm_np1_fr_med_46.avi.mp4,chew
393,chew/TheLittleShopofHorrors_chew_u_nm_np1_fr_med_8.avi.mp4,chew
394,chew/Vid_Request-_Me_Blowing_Bubbles_-P_chew_h_nm_np1_fr_med_0.avi.mp4,chew
395,chew/Vid_Request-_Me_Blowing_Bubbles_-P_chew_h_nm_np1_fr_med_1.avi.mp4,chew
396,chew/Vid_Request-_Me_Blowing_Bubbles_-P_chew_h_nm_np1_fr_med_2.avi.mp4,chew
397,chew/Wanda_Su_and_niece__T__blowing_bubbles_chew_u_nm_np2_fr_med_2.avi.mp4,chew
398,chew/Wanda_Su_and_niece__T__blowing_bubbles_chew_u_nm_np2_le_med_3.avi.mp4,chew
399,chew/WeddingCrashers_chew_h_nm_np1_fr_goo_6.avi.mp4,chew
400,clap/#20_Rhythm_clap_u_nm_np1_fr_goo_0.avi.mp4,clap
401,clap/#20_Rhythm_clap_u_nm_np1_fr_goo_1.avi.mp4,clap
402,clap/#20_Rhythm_clap_u_nm_np1_fr_goo_2.avi.mp4,clap
403,clap/#20_Rhythm_clap_u_nm_np1_le_goo_3.avi.mp4,clap
404,clap/#20_Rhythm_clap_u_nm_np1_le_goo_4.avi.mp4,clap
405,clap/103_years_old_japanese_woman__Nao_is_clapping_with_piano_music_by_beethoven_clap_u_cm_np1_fr_med_1.avi.mp4,clap
406,clap/103_years_old_japanese_woman__Nao_is_clapping_with_piano_music_by_beethoven_clap_u_nm_np1_fr_med_0.avi.mp4,clap
407,clap/Aishwarya_Rai_Burns_David_Letterman_in_his_own_show_clap_u_cm_np1_fr_bad_1.avi.mp4,clap
408,clap/Alex_applauding_himself_clap_u_cm_np1_fr_med_1.avi.mp4,clap
409,clap/Alex_applauding_himself_clap_u_nm_np1_fr_med_0.avi.mp4,clap
410,clap/Applauding_Abby_clap_u_nm_np1_fr_med_0.avi.mp4,clap
411,clap/Applauding_Abby_clap_u_nm_np1_fr_med_1.avi.mp4,clap
412,clap/A_Round_of_Applause_clap_u_cm_np1_fr_med_0.avi.mp4,clap
413,clap/A_Round_of_Applause_clap_u_cm_np1_fr_med_1.avi.mp4,clap
414,clap/Baby_Bob_kann_klatschen_!_clap_u_cm_np1_fr_med_0.avi.mp4,clap
415,clap/Baby_Bob_kann_klatschen_!_clap_u_cm_np1_fr_med_1.avi.mp4,clap
416,clap/Baby_Bob_kann_klatschen_!_clap_u_cm_np1_fr_med_2.avi.mp4,clap
417,clap/boom-snap-clap_clap_u_nm_np1_fr_med_0.avi.mp4,clap
418,clap/boom-snap-clap_clap_u_nm_np1_fr_med_1.avi.mp4,clap
419,clap/boom-snap-clap_clap_u_nm_np1_fr_med_2.avi.mp4,clap
420,clap/boom-snap-clap_clap_u_nm_np1_fr_med_3.avi.mp4,clap
421,clap/boomsnapclap!_clap_u_nm_np1_fr_med_0.avi.mp4,clap
422,clap/boomsnapclap!_clap_u_nm_np1_fr_med_1.avi.mp4,clap
423,clap/boomsnapclap!_clap_u_nm_np1_fr_med_2.avi.mp4,clap
424,clap/boom_snap_clap_(challenge)_clap_u_nm_np1_fr_med_0.avi.mp4,clap
425,clap/boom_snap_clap_(challenge)_clap_u_nm_np1_fr_med_1.avi.mp4,clap
426,clap/boom_snap_clap_(challenge)_HARDCORE_VERSION!_clap_u_nm_np1_fr_bad_0.avi.mp4,clap
427,clap/boom_snap_clap_(challenge)_HARDCORE_VERSION!_clap_u_nm_np1_fr_bad_1.avi.mp4,clap
428,clap/Boom_Snap_Clap_clap_u_nm_np1_fr_med_0.avi.mp4,clap
429,clap/Boom_Snap_Clap_clap_u_nm_np1_fr_med_1.avi.mp4,clap
430,clap/Boom__Snap__Clap!_(Challenge)_clap_u_nm_np1_fr_med_1.avi.mp4,clap
431,clap/Budam_-_Clap_Hands_clap_u_nm_np1_fr_med_0.avi.mp4,clap
432,clap/Budam_-_Clap_Hands_clap_u_nm_np1_fr_med_1.avi.mp4,clap
433,clap/Budam_-_Clap_Hands_clap_u_nm_np1_fr_med_2.avi.mp4,clap
434,clap/Clap_Hands_clap_u_nm_np1_fr_med_0.avi.mp4,clap
435,clap/Clap_Hands_clap_u_nm_np1_fr_med_1.avi.mp4,clap
436,clap/Clap_Hands_clap_u_nm_np1_fr_med_2.avi.mp4,clap
437,clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np1_fr_med_5.avi.mp4,clap
438,clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np2_ba_med_2.avi.mp4,clap
439,clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np2_ba_med_3.avi.mp4,clap
440,clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np3_fr_med_4.avi.mp4,clap
441,clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np3_fr_med_8.avi.mp4,clap
442,clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np3_fr_med_9.avi.mp4,clap
443,clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_u_cm_np1_fr_med_1.avi.mp4,clap
444,clap/Faith_Rewarded_clap_u_cm_np1_fr_med_43.avi.mp4,clap
445,clap/Faith_Rewarded_clap_u_cm_np1_le_med_0.avi.mp4,clap
446,clap/Faith_Rewarded_clap_u_cm_np1_ri_goo_1.avi.mp4,clap
447,clap/Faith_Rewarded_clap_u_nm_np1_fr_goo_87.avi.mp4,clap
448,clap/Finding_Forrester_3_clap_u_nm_np1_ri_med_0.avi.mp4,clap
449,clap/Flamenco_Dance_Steps_-_Flamenco_Dance_Soft_Claps_clap_u_cm_np1_fr_goo_0.avi.mp4,clap
450,clap/Flamenco_Dance_Steps_-_Flamenco_Dance_Soft_Claps_clap_u_cm_np1_fr_goo_1.avi.mp4,clap
451,clap/Flamenco_Dance_Steps_-_Flamenco_Dance_Soft_Claps_clap_u_cm_np1_fr_goo_2.avi.mp4,clap
452,clap/Glory_clap_h_nm_np1_fr_med_52.avi.mp4,clap
453,clap/Glory_clap_u_nm_np2_fr_goo_51.avi.mp4,clap
454,clap/Hand_Clapping_Game__Bim_Bum__clap_f_nm_np2_fr_med_0.avi.mp4,clap
455,clap/Hand_Clapping_Game__Bim_Bum__clap_f_nm_np2_fr_med_1.avi.mp4,clap
456,clap/Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_f_nm_np1_fr_med_0.avi.mp4,clap
457,clap/Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_u_cm_np1_fr_med_1.avi.mp4,clap
458,clap/Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_u_cm_np1_ri_bad_3.avi.mp4,clap
459,clap/Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_u_cm_np1_ri_bad_4.avi.mp4,clap
460,clap/LetThePeopleClap_clap_u_cm_np1_fr_med_1.avi.mp4,clap
461,clap/LetThePeopleClap_clap_u_cm_np1_fr_med_2.avi.mp4,clap
462,clap/Martin_klatscht_in_die_h_nde_und_FURZT_clap_u_cm_np1_fr_med_0.avi.mp4,clap
463,clap/My_Lil__Man_clapping_his_Hands_clap_u_nm_np1_fr_goo_0.avi.mp4,clap
464,clap/My_Lil__Man_clapping_his_Hands_clap_u_nm_np1_fr_med_1.avi.mp4,clap
465,clap/NotAnotherTeenMovieslowclap_clap_u_cm_np1_fr_med_1.avi.mp4,clap
466,clap/NotAnotherTeenMovieslowclap_clap_u_cm_np5_fr_med_3.avi.mp4,clap
467,clap/NotAnotherTeenMovieslowclap_clap_u_nm_np1_fr_med_0.avi.mp4,clap
468,clap/RE-_Boom_Snap_Clap_clap_u_nm_np1_fr_med_0.avi.mp4,clap
469,clap/RE-_Boom_Snap_Clap_clap_u_nm_np1_fr_med_1.avi.mp4,clap
470,clap/Return_of_the_King_12_clap_u_nm_np1_fr_goo_4.avi.mp4,clap
471,clap/Ronin_Paintball_Club_-_MY-NPL_2009_Malacca_Prize_Giving_Ceremony_Part_2_clap_u_cm_np1_ba_med_0.avi.mp4,clap
472,clap/slowclap_clap_u_nm_np1_fr_goo_0.avi.mp4,clap
473,clap/SnakesonaPlaneSlowClap_clap_u_cm_np2_fr_med_0.avi.mp4,clap
474,clap/Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_clap_u_cm_np1_fr_med_3.avi.mp4,clap
475,clap/Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_clap_u_cm_np1_fr_med_4.avi.mp4,clap
476,clap/Standing_clap_f_cm_np1_fr_med_0.avi.mp4,clap
477,clap/Standing_clap_f_cm_np1_fr_med_1.avi.mp4,clap
478,clap/that70_sshowslowclap_clap_u_nm_np1_fr_med_0.avi.mp4,clap
479,clap/Theslowclap1_clap_f_cm_np1_fr_med_0.avi.mp4,clap
480,clap/The_Slow_Clap_clap_u_cm_np1_fr_med_3.avi.mp4,clap
481,clap/The_Slow_Clap_clap_u_cm_np1_fr_med_4.avi.mp4,clap
482,clap/The_Slow_Clap_clap_u_cm_np2_fr_med_17.avi.mp4,clap
483,clap/The_Slow_Clap_clap_u_nm_np1_fr_bad_20.avi.mp4,clap
484,clap/The_Slow_Clap_clap_u_nm_np1_fr_bad_25.avi.mp4,clap
485,clap/The_Slow_Clap_clap_u_nm_np1_fr_bad_27.avi.mp4,clap
486,clap/The_Slow_Clap_clap_u_nm_np1_fr_med_0.avi.mp4,clap
487,clap/The_Slow_Clap_clap_u_nm_np1_fr_med_1.avi.mp4,clap
488,clap/The_Slow_Clap_clap_u_nm_np1_fr_med_12.avi.mp4,clap
489,clap/The_Slow_Clap_clap_u_nm_np1_fr_med_14.avi.mp4,clap
490,clap/The_Slow_Clap_clap_u_nm_np1_fr_med_2.avi.mp4,clap
491,clap/The_Slow_Clap_clap_u_nm_np1_fr_med_24.avi.mp4,clap
492,clap/The_Slow_Clap_clap_u_nm_np2_fr_bad_26.avi.mp4,clap
493,clap/The_Slow_Clap_clap_u_nm_np2_fr_med_22.avi.mp4,clap
494,clap/The_Slow_Clap_clap_u_nm_np2_fr_med_8.avi.mp4,clap
495,clap/The_Slow_Clap_clap_u_nm_np3_fr_med_11.avi.mp4,clap
496,clap/Veoh_Alpha_Dog_1_clap_u_nm_np1_fr_goo_62.avi.mp4,clap
497,clap/Wendy_playing_wii_fit_with_clapping_hands_clap_f_cm_np1_le_med_0.avi.mp4,clap
498,clap/_Boom_Snap_Clap__challenge_clap_u_nm_np1_fr_med_0.avi.mp4,clap
499,clap/_Boom_Snap_Clap__challenge_clap_u_nm_np1_fr_med_1.avi.mp4,clap
500,climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_ba_med_0.avi.mp4,climb
501,climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_fr_med_4.avi.mp4,climb
502,climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_fr_med_5.avi.mp4,climb
503,climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_le_med_1.avi.mp4,climb
504,climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_le_med_2.avi.mp4,climb
505,climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_le_med_3.avi.mp4,climb
506,climb/Alban_Hayoz_solo_climb_(klettern)_climb_f_cm_np1_ba_med_0.avi.mp4,climb
507,climb/Alban_Hayoz_solo_climb_(klettern)_climb_f_cm_np1_ba_med_2.avi.mp4,climb
508,climb/Alban_Hayoz_solo_climb_(klettern)_climb_f_nm_np1_ba_med_1.avi.mp4,climb
509,climb/Amazing_Wall_Climber_(Must_be_Seen_to_Be_Believed!)_climb_f_cm_np1_ba_bad_1.avi.mp4,climb
